Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.2475876868212,91.722504391963,92.3253443421342,92.6487349111193,92.7348197817314,93.2147201136005,93.5194994631709,94.2558942440304,94.4768226187752,95.2219493206794,95.4268422249441,95.874798098782,96.1850693362319,96.5713620953644,96.8678927010787,97.0593672921663,97.2889505262466,97.4818550592041,97.7135942305631,97.7603349993766,98.0015266427987,98.152759448219,98.2743453702088,98.5791344954591,..
Latin America & Caribbean,LCN,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,2764811152598.09,2848199780743.23,2854569749645.42,2867882277399.12,2900932743073.35,3023906704278.86,3105724601768.71,3344757716862.34,3557426917153.81,3658616185303.94,3584513865178.69,3825410100311.45,3981862112700.6,4032574003219.34,4172684244156.71,4223957688690.7,4267588721556.62,4240216249356.47,4386282005050.51,4400869578749.16,4448664733633.82,4147844352886.56,4317523517997.31,..,..
Latin America & Caribbean,LCN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,5382.00038538551,5463.84573124709,5399.34375024185,5351.170115145,5342.64823347309,5499.03563011643,5578.41579995564,5936.48302241448,6241.40400812798,6347.50851469745,6151.15777456975,6496.14518008859,6686.47387820324,6697.07717184368,6855.72567300827,6867.70177121038,6867.80922281565,6755.5135428313,6920.66110710529,6880.37658795822,6894.01390544464,6376.07037169326,6591.85362173292,..,..
Latin America & Caribbean,LCN,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.6754480992417,33.6488121520718,33.5230424316438,33.5588913279752,33.5650112727713,33.6370059320734,33.6975075209872,33.6835611884732,33.7405447523937,33.4748574590051,33.3401106377985,33.4118692784263,33.3361296398629,33.3446803104824,33.341665156281,33.1411976937325,33.1621251227375,33.031310625396,32.8524701732554,32.8032496721803,32.823563424755,32.9638639077502,32.9573955468781,..,..
Latin America & Caribbean,LCN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.7027654762788,77.7204452710437,69.3084683311749,..,..
Latin America & Caribbean,LCN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.34487405686556,2.38809215024961,2.3635754980745,2.34071759069327,2.34823390358638,2.42215635776199,2.47215902750013,2.51722001627694,2.5701308254806,2.61724542042281,2.52025690945108,2.66713972439823,2.74560443659244,2.83607052012255,2.87886170082819,2.86316460380317,2.81738301695433,2.72473533371275,2.66008366352002,2.5539450604018,2.51156127564112,2.21061802018334,..,..,..
Latin America & Caribbean,LCN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.34813726081314,0.347240838153255,0.346986652533279,0.346731806079013,0.343970602629752,0.340796316844691,0.33883699535455,0.332119527213511,0.326141496324797,0.324060200987678,0.322848228203241,0.324528500553674,0.323615915383122,0.3295420703516,0.329044366791382,0.326332216029944,0.323108249896628,0.31670010596274,0.306413357608379,0.292299802573294,0.287926537503818,0.273681611309867,..,..,..
Latin America & Caribbean,LCN,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,92.422233581543,..,..,..,..,..,91.41455078125,..,..,..,..,..,..,..,94.8599853515625,94.5488739013672,94.8255653381348,95.7700805664062,95.7082901000977,..,..,..
